2024-06-16 17:43:50.966 CST,raingage,benchmark,32423,127.0.0.1:47712,666eb3d6.7ea7,1,BEGIN,2024-06-16 17:43:50 CST,4月2日,0,LOG,0,execute <unnamed>: BEGIN,,,,,,,,,,client backend
2024-06-16 17:43:50.966 CST,raingage,benchmark,32424,127.0.0.1:47714,666eb3d6.7ea8,1,BEGIN,2024-06-16 17:43:50 CST,5月2日,0,LOG,0,execute <unnamed>: BEGIN,,,,,,,,,,client backend
2024-06-16 17:43:50.966 CST,raingage,benchmark,32430,127.0.0.1:47726,666eb3d6.7eae,1,BEGIN,2024-06-16 17:43:50 CST,11月2日,0,LOG,0,execute <unnamed>: BEGIN,,,,,,,,,,client backend
2024-06-16 17:43:50.966 CST,raingage,benchmark,32429,127.0.0.1:47724,666eb3d6.7ead,1,BEGIN,2024-06-16 17:43:50 CST,10月2日,0,LOG,0,execute <unnamed>: BEGIN,,,,,,,,,,client backend
2024-06-16 17:43:50.968 CST,raingage,benchmark,32428,127.0.0.1:47722,666eb3d6.7eac,1,BEGIN,2024-06-16 17:43:50 CST,9月2日,0,LOG,0,execute <unnamed>: BEGIN,,,,,,,,,,client backend
2024-06-16 17:43:50.969 CST,raingage,benchmark,32426,127.0.0.1:47718,666eb3d6.7eaa,1,BEGIN,2024-06-16 17:43:50 CST,7月2日,0,LOG,0,execute <unnamed>: BEGIN,,,,,,,,,,client backend
2024-06-16 17:43:50.969 CST,raingage,benchmark,32427,127.0.0.1:47720,666eb3d6.7eab,1,BEGIN,2024-06-16 17:43:50 CST,8月2日,0,LOG,0,execute <unnamed>: BEGIN,,,,,,,,,,client backend
2024-06-16 17:43:50.970 CST,raingage,benchmark,32432,127.0.0.1:47730,666eb3d6.7eb0,1,BEGIN,2024-06-16 17:43:50 CST,2月13日,0,LOG,0,execute <unnamed>: BEGIN,,,,,,,,,,client backend
2024-06-16 17:43:50.970 CST,raingage,benchmark,32431,127.0.0.1:47728,666eb3d6.7eaf,1,BEGIN,2024-06-16 17:43:50 CST,12月2日,0,LOG,0,execute <unnamed>: BEGIN,,,,,,,,,,client backend
2024-06-16 17:43:50.981 CST,raingage,benchmark,32423,127.0.0.1:47712,666eb3d6.7ea7,2,SELECT,2024-06-16 17:43:50 CST,4月2日,0,LOG,0,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,,client backend
2024-06-16 17:43:50.981 CST,raingage,benchmark,32424,127.0.0.1:47714,666eb3d6.7ea8,2,SELECT,2024-06-16 17:43:50 CST,5月2日,0,LOG,0,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,,client backend
2024-06-16 17:43:50.981 CST,raingage,benchmark,32430,127.0.0.1:47726,666eb3d6.7eae,2,SELECT,2024-06-16 17:43:50 CST,11月2日,0,LOG,0,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,,client backend
2024-06-16 17:43:50.981 CST,raingage,benchmark,32428,127.0.0.1:47722,666eb3d6.7eac,2,SELECT,2024-06-16 17:43:50 CST,9月2日,0,LOG,0,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,,client backend
2024-06-16 17:43:50.984 CST,raingage,benchmark,32431,127.0.0.1:47728,666eb3d6.7eaf,2,SELECT,2024-06-16 17:43:50 CST,12月2日,0,LOG,0,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,,client backend
2024-06-16 17:43:50.985 CST,raingage,benchmark,32429,127.0.0.1:47724,666eb3d6.7ead,2,SELECT,2024-06-16 17:43:50 CST,10月2日,0,LOG,0,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,,client backend
2024-06-16 17:43:50.986 CST,raingage,benchmark,32432,127.0.0.1:47730,666eb3d6.7eb0,2,SELECT,2024-06-16 17:43:50 CST,2月13日,0,LOG,0,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,,client backend
