2024-06-16 14:20:27.116 CST,,,14955,,666e842a.3a6b,1,,2024-06-16 14:20:26 CST,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster"
2024-06-16 14:20:27.116 CST,,,14955,,666e842a.3a6b,2,,2024-06-16 14:20:26 CST,,0,LOG,00000,"starting PostgreSQL 13.9 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 8.3.1 20190311 (Red Hat 8.3.1-3), 64-bit",,,,,,,,,"","postmaster"
2024-06-16 14:20:27.118 CST,,,14955,,666e842a.3a6b,3,,2024-06-16 14:20:26 CST,,0,LOG,00000,"listening on IPv6 address ""::1"", port 5432",,,,,,,,,"","postmaster"
2024-06-16 14:20:27.118 CST,,,14955,,666e842a.3a6b,4,,2024-06-16 14:20:26 CST,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster"
2024-06-16 14:20:27.123 CST,,,14955,,666e842a.3a6b,5,,2024-06-16 14:20:26 CST,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster"
2024-06-16 14:20:27.130 CST,,,14957,,666e842b.3a6d,1,,2024-06-16 14:20:27 CST,,0,LOG,00000,"database system was shut down at 2024-06-16 14:20:26 CST",,,,,,,,,"","startup"
2024-06-16 14:20:27.138 CST,,,14955,,666e842a.3a6b,6,,2024-06-16 14:20:26 CST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster"
2024-06-16 14:20:33.426 CST,"raingage","benchmark",15011,"127.0.0.1:45124",666e8431.3aa3,1,"SELECT",2024-06-16 14:20:33 CST,3/2,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'warehouses'",,,,,,,,"","client backend"
2024-06-16 14:20:33.454 CST,"raingage","benchmark",15011,"127.0.0.1:45124",666e8431.3aa3,2,"SELECT",2024-06-16 14:20:33 CST,3/3,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'nURandCLast'",,,,,,,,"","client backend"
2024-06-16 14:20:33.750 CST,"raingage","benchmark",15019,"127.0.0.1:45140",666e8431.3aab,1,"BEGIN",2024-06-16 14:20:33 CST,11/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 14:20:33.751 CST,"raingage","benchmark",15012,"127.0.0.1:45126",666e8431.3aa4,1,"BEGIN",2024-06-16 14:20:33 CST,4/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 14:20:33.752 CST,"raingage","benchmark",15020,"127.0.0.1:45142",666e8431.3aac,1,"BEGIN",2024-06-16 14:20:33 CST,12/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 14:20:33.752 CST,"raingage","benchmark",15013,"127.0.0.1:45128",666e8431.3aa5,1,"BEGIN",2024-06-16 14:20:33 CST,5/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 14:20:33.753 CST,"raingage","benchmark",15022,"127.0.0.1:45146",666e8431.3aae,1,"BEGIN",2024-06-16 14:20:33 CST,14/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 14:20:33.754 CST,"raingage","benchmark",15015,"127.0.0.1:45132",666e8431.3aa7,1,"BEGIN",2024-06-16 14:20:33 CST,7/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 14:20:33.754 CST,"raingage","benchmark",15018,"127.0.0.1:45138",666e8431.3aaa,1,"BEGIN",2024-06-16 14:20:33 CST,10/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 14:20:33.755 CST,"raingage","benchmark",15023,"127.0.0.1:45148",666e8431.3aaf,1,"BEGIN",2024-06-16 14:20:33 CST,15/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
