2024-06-16 19:11:05.222 CST,,,64241,,666ec849.faf1,1,,2024-06-16 19:11:05 CST,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster"
2024-06-16 19:11:05.222 CST,,,64241,,666ec849.faf1,2,,2024-06-16 19:11:05 CST,,0,LOG,00000,"starting PostgreSQL 13.9 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 8.3.1 20190311 (Red Hat 8.3.1-3), 64-bit",,,,,,,,,"","postmaster"
2024-06-16 19:11:05.223 CST,,,64241,,666ec849.faf1,3,,2024-06-16 19:11:05 CST,,0,LOG,00000,"listening on IPv6 address ""::1"", port 5432",,,,,,,,,"","postmaster"
2024-06-16 19:11:05.223 CST,,,64241,,666ec849.faf1,4,,2024-06-16 19:11:05 CST,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster"
2024-06-16 19:11:05.228 CST,,,64241,,666ec849.faf1,5,,2024-06-16 19:11:05 CST,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster"
2024-06-16 19:11:05.236 CST,,,64243,,666ec849.faf3,1,,2024-06-16 19:11:05 CST,,0,LOG,00000,"database system was shut down at 2024-06-16 19:11:05 CST",,,,,,,,,"","startup"
2024-06-16 19:11:05.246 CST,,,64241,,666ec849.faf1,6,,2024-06-16 19:11:05 CST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster"
2024-06-16 19:11:08.217 CST,"raingage","benchmark",64303,"127.0.0.1:49016",666ec84c.fb2f,1,"SELECT",2024-06-16 19:11:08 CST,3/2,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'warehouses'",,,,,,,,"","client backend"
2024-06-16 19:11:08.254 CST,"raingage","benchmark",64303,"127.0.0.1:49016",666ec84c.fb2f,2,"SELECT",2024-06-16 19:11:08 CST,3/3,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'nURandCLast'",,,,,,,,"","client backend"
2024-06-16 19:11:08.436 CST,"raingage","benchmark",64304,"127.0.0.1:49018",666ec84c.fb30,1,"BEGIN",2024-06-16 19:11:08 CST,4/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.437 CST,"raingage","benchmark",64305,"127.0.0.1:49020",666ec84c.fb31,1,"BEGIN",2024-06-16 19:11:08 CST,5/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.440 CST,"raingage","benchmark",64307,"127.0.0.1:49024",666ec84c.fb33,1,"BEGIN",2024-06-16 19:11:08 CST,7/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.442 CST,"raingage","benchmark",64306,"127.0.0.1:49022",666ec84c.fb32,1,"BEGIN",2024-06-16 19:11:08 CST,6/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.442 CST,"raingage","benchmark",64311,"127.0.0.1:49032",666ec84c.fb37,1,"BEGIN",2024-06-16 19:11:08 CST,11/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.443 CST,"raingage","benchmark",64310,"127.0.0.1:49030",666ec84c.fb36,1,"BEGIN",2024-06-16 19:11:08 CST,10/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.443 CST,"raingage","benchmark",64308,"127.0.0.1:49026",666ec84c.fb34,1,"BEGIN",2024-06-16 19:11:08 CST,8/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.445 CST,"raingage","benchmark",64313,"127.0.0.1:49036",666ec84c.fb39,1,"BEGIN",2024-06-16 19:11:08 CST,13/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.446 CST,"raingage","benchmark",64315,"127.0.0.1:49040",666ec84c.fb3b,1,"BEGIN",2024-06-16 19:11:08 CST,15/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.449 CST,"raingage","benchmark",64316,"127.0.0.1:49042",666ec84c.fb3c,1,"BEGIN",2024-06-16 19:11:08 CST,16/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.449 CST,"raingage","benchmark",64317,"127.0.0.1:49044",666ec84c.fb3d,1,"BEGIN",2024-06-16 19:11:08 CST,17/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.450 CST,"raingage","benchmark",64305,"127.0.0.1:49020",666ec84c.fb31,2,"SELECT",2024-06-16 19:11:08 CST,5/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-16 19:11:08.451 CST,"raingage","benchmark",64304,"127.0.0.1:49018",666ec84c.fb30,2,"SELECT",2024-06-16 19:11:08 CST,4/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-16 19:11:08.452 CST,"raingage","benchmark",64314,"127.0.0.1:49038",666ec84c.fb3a,1,"BEGIN",2024-06-16 19:11:08 CST,14/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.452 CST,"raingage","benchmark",64312,"127.0.0.1:49034",666ec84c.fb38,1,"BEGIN",2024-06-16 19:11:08 CST,12/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.454 CST,"raingage","benchmark",64307,"127.0.0.1:49024",666ec84c.fb33,2,"SELECT",2024-06-16 19:11:08 CST,7/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-16 19:11:08.455 CST,"raingage","benchmark",64318,"127.0.0.1:49046",666ec84c.fb3e,1,"BEGIN",2024-06-16 19:11:08 CST,18/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-16 19:11:08.459 CST,"raingage","benchmark",64311,"127.0.0.1:49032",666ec84c.fb37,2,"SELECT",2024-06-16 19:11:08 CST,11/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-16 19:11:08.460 CST,"raingage","benchmark",64313,"127.0.0.1:49036",666ec84c.fb39,2,"SELECT",2024-06-16 19:11:08 CST,13/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-16 19:11:08.462 CST,"raingage","benchmark",64316,"127.0.0.1:49042",666ec84c.fb3c,2,"SELECT",2024-06-16 19:11:08 CST,16/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-16 19:11:08.462 CST,"raingage","benchmark",64306,"127.0.0.1:49022",666ec84c.fb32,2,"SELECT",2024-06-16 19:11:08 CST,6/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-16 19:11:08.463 CST,"raingage","benchmark",64308,"127.0.0.1:49026",666ec84c.fb34,2,"SELECT",2024-06-16 19:11:08 CST,8/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-16 19:11:08.463 CST,"raingage","benchmark",64310,"127.0.0.1:49030",666ec84c.fb36,2,"SELECT",2024-06-16 19:11:08 CST,10/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-16 19:11:08.463 CST,"raingage","benchmark",64315,"127.0.0.1:49040",666ec84c.fb3b,2,"SELECT",2024-06-16 19:11:08 CST,15/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-16 19:11:08.463 CST,"raingage","benchmark",64314,"127.0.0.1:49038",666ec84c.fb3a,2,"SELECT",2024-06-16 19:11:08 CST,14/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-16 19:11:08.467 CST,"raingage","benchmark",64318,"127.0.0.1:49046",666ec84c.fb3e,2,"SELECT",2024-06-16 19:11:08 CST,18/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-16 19:11:08.469 CST,"raingage","benchmark",64317,"127.0.0.1:49044",666ec84c.fb3d,2,"SELECT",2024-06-16 19:11:08 CST,17/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-16 19:11:08.471 CST,"raingage","benchmark",64312,"127.0.0.1:49034",666ec84c.fb38,2,"SELECT",2024-06-16 19:11:08 CST,12/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-16 19:11:08.519 CST,"raingage","benchmark",64304,"127.0.0.1:49018",666ec84c.fb30,3,"SELECT",2024-06-16 19:11:08 CST,4/2,0,LOG,00000,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,"","client backend"
2024-06-16 19:11:08.519 CST,"raingage","benchmark",64307,"127.0.0.1:49024",666ec84c.fb33,3,"SELECT",2024-06-16 19:11:08 CST,7/2,0,LOG,00000,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '20'",,,,,,,,"","client backend"
2024-06-16 19:11:08.521 CST,"raingage","benchmark",64311,"127.0.0.1:49032",666ec84c.fb37,3,"SELECT",2024-06-16 19:11:08 CST,11/2,0,LOG,00000,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '2', $3 = '86'",,,,,,,,"","client backend"
