2024-06-14 15:08:48.065 CST,"raingage","benchmark",12878,"127.0.0.1:33054",666bec80.324e,1,"BEGIN",2024-06-14 15:08:48 CST,4/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-14 15:08:48.067 CST,"raingage","benchmark",12878,"127.0.0.1:33054",666bec80.324e,2,"SELECT",2024-06-14 15:08:48 CST,4/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2     FOR UPDATE","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-14 15:08:48.070 CST,"raingage","benchmark",12878,"127.0.0.1:33054",666bec80.324e,3,"SELECT",2024-06-14 15:08:48 CST,4/2,29517,LOG,00000,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,"","client backend"
2024-06-14 15:08:48.075 CST,"raingage","benchmark",12878,"127.0.0.1:33054",666bec80.324e,4,"SELECT",2024-06-14 15:08:48 CST,4/2,29517,LOG,00000,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,"","client backend"
2024-06-14 15:08:48.082 CST,"raingage","benchmark",12878,"127.0.0.1:33054",666bec80.324e,5,"SELECT",2024-06-14 15:08:48 CST,4/2,29517,LOG,00000,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,"","client backend"
2024-06-14 15:08:48.087 CST,"raingage","benchmark",12878,"127.0.0.1:33054",666bec80.324e,6,"SELECT",2024-06-14 15:08:48 CST,4/2,29517,LOG,00000,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,"","client backend"
2024-06-14 15:08:48.093 CST,"raingage","benchmark",12878,"127.0.0.1:33054",666bec80.324e,7,"SELECT",2024-06-14 15:08:48 CST,4/2,29517,LOG,00000,"execute S_1: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,"","client backend"
2024-06-14 15:08:48.096 CST,"raingage","benchmark",12878,"127.0.0.1:33054",666bec80.324e,8,"SELECT",2024-06-14 15:08:48 CST,4/2,29517,LOG,00000,"execute S_1: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,"","client backend"
2024-06-14 15:08:48.101 CST,"raingage","benchmark",12878,"127.0.0.1:33054",666bec80.324e,9,"SELECT",2024-06-14 15:08:48 CST,4/2,29517,LOG,00000,"execute S_1: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,"","client backend"
2024-06-14 15:08:48.106 CST,"raingage","benchmark",12878,"127.0.0.1:33054",666bec80.324e,10,"SELECT",2024-06-14 15:08:48 CST,4/2,29517,LOG,00000,"execute S_1: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,"","client backend"
